Customer_ID,Customer_Name,Phone_Number,Gender,Age,City,State,Plan_Type,Network_Type,Avg_Monthly_Usage_Min,Avg_Data_Usage_GB,Monthly_Bill_Amount,Telecom_Company
CUST04341,Suhana Lalla,+917410395957,Female,64,Pune,Maharashtra,Postpaid,4G,108.3,40.33,2133.59,IndiTel Communications
CUST04342,Diya Dhawan,+917301062693,Male,56,Durgapur,West Bengal,Prepaid,4G,233.2,39.35,667.25,IndiTel Communications
CUST04343,Raghav Venkatesh,+917802348806,Male,29,Rohini,Delhi,Postpaid,5G,350.8,28.07,2020.01,IndiTel Communications
CUST04344,Rohan Chatterjee,+919285385948,Male,51,Karimnagar,Telangana,Postpaid,5G,510.4,38.45,282.48,IndiTel Communications
CUST04345,Kiaan Dua,+918176040413,Male,49,Madurai,Tamil Nadu,Postpaid,VoLTE,637.5,31.04,636.7,IndiTel Communications
CUST04346,Anahita Sant,+919176491456,Female,58,Lucknow,Uttar Pradesh,Prepaid,VoLTE,440.0,43.44,1401.44,IndiTel Communications
CUST04347,Krish Goda,+918161440545,Male,60,Pune,Maharashtra,Postpaid,5G,675.6,27.09,818.0,IndiTel Communications
CUST04348,Zeeshan Sama,+919227768963,Male,38,Ahmedabad,Gujarat,Prepaid,VoLTE,224.5,10.07,2400.15,IndiTel Communications
CUST04349,Jivin Mammen,+918389103235,Male,40,Mangalore,Karnataka,Prepaid,VoLTE,731.1,29.84,1761.96,IndiTel Communications
CUST04350,Mehul Chatterjee,+918006554516,Male,19,Dwarka,Delhi,Postpaid,5G,897.1,13.57,1806.68,IndiTel Communications
CUST04351,Zoya Tripathi,+919868561083,Female,48,Bangalore,Karnataka,Prepaid,4G,483.0,16.39,592.71,IndiTel Communications
CUST04352,Anya Andra,+919309332247,Male,33,Bangalore,Karnataka,Prepaid,5G,784.6,36.38,691.32,IndiTel Communications
CUST04353,Shayak Mand,+918425766305,Female,26,Durgapur,West Bengal,Postpaid,5G,369.5,6.01,1606.1,IndiTel Communications
CUST04354,Parinaaz Sangha,+917462650752,Female,41,Surat,Gujarat,Postpaid,VoLTE,249.1,5.37,2237.52,IndiTel Communications
CUST04355,Rati Kaur,+917380321132,Female,61,Madurai,Tamil Nadu,Postpaid,4G,860.9,31.83,1141.92,IndiTel Communications
CUST04356,Vivaan Biswas,+919617316673,Male,25,Howrah,West Bengal,Prepaid,4G,972.0,1.55,485.84,IndiTel Communications
CUST04357,Ojas Hegde,+919579815025,Female,34,Howrah,West Bengal,Prepaid,VoLTE,874.5,11.79,181.91,IndiTel Communications
CUST04358,Urvi Varty,+919932456091,Female,46,Durgapur,West Bengal,Prepaid,5G,761.2,31.02,2393.71,IndiTel Communications
CUST04359,Prerak Sethi,+918832817681,Male,58,Kanpur,Uttar Pradesh,Prepaid,5G,162.5,6.96,2359.55,IndiTel Communications
CUST04360,Dhruv Sastry,+918440645803,Male,64,Dwarka,Delhi,Postpaid,5G,401.9,38.76,2089.78,IndiTel Communications
CUST04361,Zoya Contractor,+918870305021,Female,36,Surat,Gujarat,Prepaid,VoLTE,455.0,7.23,1177.28,IndiTel Communications
CUST04362,Yakshit Khalsa,+918022445839,Male,59,Kolkata,West Bengal,Prepaid,5G,367.3,20.32,1229.76,IndiTel Communications
CUST04363,Hazel Yohannan,+919435998923,Female,34,Chennai,Tamil Nadu,Prepaid,4G,459.1,8.66,833.04,IndiTel Communications
CUST04364,Advika Yohannan,+919806724212,Male,61,Coimbatore,Tamil Nadu,Prepaid,4G,668.0,38.35,1300.38,IndiTel Communications
CUST04365,Siya Hans,+919736228670,Male,39,Vadodara,Gujarat,Prepaid,4G,628.6,20.25,451.08,IndiTel Communications
CUST04366,Jayesh Vohra,+918785693177,Male,60,Coimbatore,Tamil Nadu,Postpaid,VoLTE,569.9,44.42,1084.73,IndiTel Communications
CUST04367,Piya Dhaliwal,+917119217415,Female,41,New Delhi,Delhi,Prepaid,VoLTE,404.9,10.34,2120.83,IndiTel Communications
CUST04368,Ranbir Mangat,+919884885985,Male,58,Nagpur,Maharashtra,Postpaid,4G,247.6,47.59,196.78,IndiTel Communications
CUST04369,Shaan Bhattacharyya,+919153730986,Female,56,Howrah,West Bengal,Prepaid,VoLTE,167.5,12.51,614.77,IndiTel Communications
CUST04370,Dishani Bali,+919016784655,Male,27,Dwarka,Delhi,Prepaid,VoLTE,151.0,33.9,751.06,IndiTel Communications
CUST04371,Badal Bhatt,+919367393294,Female,58,Howrah,West Bengal,Prepaid,4G,441.6,30.17,2051.96,IndiTel Communications
CUST04372,Prisha Kade,+917951060865,Male,50,Kanpur,Uttar Pradesh,Prepaid,5G,566.1,10.21,1616.08,IndiTel Communications
CUST04373,Eshani Bumb,+918607166676,Male,18,Nagpur,Maharashtra,Postpaid,5G,393.8,10.07,215.19,IndiTel Communications
CUST04374,Aarna Kuruvilla,+918561062919,Female,64,New Delhi,Delhi,Postpaid,5G,983.3,31.36,1485.9,IndiTel Communications
CUST04375,Zaina Wali,+919155247183,Female,32,Kanpur,Uttar Pradesh,Postpaid,5G,622.1,18.84,1266.32,IndiTel Communications
CUST04376,Aarna Lalla,+919451589114,Male,32,Bangalore,Karnataka,Postpaid,4G,803.8,34.1,1400.33,IndiTel Communications
CUST04377,Tejas Dass,+919783741471,Female,62,Hyderabad,Telangana,Prepaid,4G,114.6,9.7,959.33,IndiTel Communications
CUST04378,Krish Bassi,+919555584379,Female,22,Kanpur,Uttar Pradesh,Prepaid,4G,140.3,20.67,552.6,IndiTel Communications
CUST04379,Vedika Kapadia,+918483045768,Male,25,New Delhi,Delhi,Postpaid,5G,628.8,26.23,371.84,IndiTel Communications
CUST04380,Advika Tak,+919547423785,Female,20,Howrah,West Bengal,Prepaid,VoLTE,278.9,17.01,513.78,IndiTel Communications
CUST04381,Azad Soman,+919155152454,Female,36,Surat,Gujarat,Prepaid,4G,143.1,29.96,2213.23,IndiTel Communications
CUST04382,Aarav Gandhi,+919487946631,Male,19,Kanpur,Uttar Pradesh,Prepaid,VoLTE,551.2,1.11,1398.02,IndiTel Communications
CUST04383,Samar Batra,+918153621188,Female,63,Chennai,Tamil Nadu,Prepaid,4G,117.3,28.84,1091.16,IndiTel Communications
CUST04384,Neysa Tailor,+918738718592,Female,51,Dwarka,Delhi,Prepaid,VoLTE,981.5,12.33,577.73,IndiTel Communications
CUST04385,Eva Srinivasan,+918734048497,Female,54,Chennai,Tamil Nadu,Postpaid,VoLTE,655.9,3.78,594.5,IndiTel Communications
CUST04386,Divyansh Shroff,+918805094865,Male,64,Chennai,Tamil Nadu,Prepaid,5G,379.5,47.26,2088.65,IndiTel Communications
CUST04387,Ahana  Doshi,+918080834349,Female,18,Mangalore,Karnataka,Prepaid,4G,191.8,17.87,1440.6,IndiTel Communications
CUST04388,Elakshi Lall,+918005104505,Male,57,Vadodara,Gujarat,Prepaid,5G,207.9,48.08,1968.99,IndiTel Communications
CUST04389,Ritvik Wason,+917974795476,Male,58,Noida,Uttar Pradesh,Prepaid,4G,710.0,6.27,659.76,IndiTel Communications
CUST04390,Riaan Ratta,+918695054734,Male,36,Warangal,Telangana,Prepaid,VoLTE,898.6,35.51,1941.03,IndiTel Communications
CUST04391,Tara Dey,+917603101183,Female,59,Ahmedabad,Gujarat,Postpaid,VoLTE,824.3,13.66,270.95,IndiTel Communications
CUST04392,Kashvi Babu,+917184426998,Male,21,Noida,Uttar Pradesh,Postpaid,4G,587.7,21.94,1360.73,IndiTel Communications
CUST04393,Anahi Sachar,+918036965446,Female,58,Bangalore,Karnataka,Postpaid,4G,822.3,40.98,2130.2,IndiTel Communications
CUST04394,Kismat Anne,+918768715131,Female,23,Lucknow,Uttar Pradesh,Prepaid,VoLTE,563.3,4.22,2483.29,IndiTel Communications
CUST04395,Umang Bhatti,+919746044254,Male,32,Coimbatore,Tamil Nadu,Postpaid,VoLTE,167.0,22.68,2192.6,IndiTel Communications
CUST04396,Vedika Warrior,+917036690852,Female,36,Coimbatore,Tamil Nadu,Prepaid,VoLTE,882.5,21.64,460.9,IndiTel Communications
CUST04397,Vivaan Kota,+918487276422,Male,21,Madurai,Tamil Nadu,Prepaid,VoLTE,995.3,22.84,1146.19,IndiTel Communications
CUST04398,Anika Jayaraman,+917507583685,Male,26,Chennai,Tamil Nadu,Prepaid,VoLTE,262.1,20.6,1178.41,IndiTel Communications
CUST04399,Inaaya  Raja,+917536344011,Female,28,Surat,Gujarat,Prepaid,5G,318.2,46.26,2170.77,IndiTel Communications
CUST04400,Nirvaan Sule,+917931873974,Female,42,Lucknow,Uttar Pradesh,Prepaid,VoLTE,674.8,26.04,967.74,IndiTel Communications
CUST04401,Miraan Bobal,+918707450054,Male,64,Lucknow,Uttar Pradesh,Prepaid,4G,840.9,33.34,2297.25,IndiTel Communications
CUST04402,Myra Tara,+917374163912,Male,58,Mangalore,Karnataka,Postpaid,4G,243.9,44.64,632.95,IndiTel Communications
CUST04403,Azad Buch,+917055859352,Female,59,Surat,Gujarat,Postpaid,VoLTE,179.9,2.73,2438.3,IndiTel Communications
CUST04404,Lagan Agate,+919906246560,Female,47,Mumbai,Maharashtra,Prepaid,4G,679.8,15.7,659.67,IndiTel Communications
CUST04405,Divit Shukla,+918355409977,Female,56,Mangalore,Karnataka,Postpaid,4G,534.4,26.76,2230.26,IndiTel Communications
CUST04406,Madhav Trivedi,+917086154421,Male,62,Chennai,Tamil Nadu,Postpaid,5G,520.5,14.06,718.27,IndiTel Communications
CUST04407,Lakshay Chopra,+919838553629,Female,37,Ahmedabad,Gujarat,Prepaid,4G,448.1,40.67,323.43,IndiTel Communications
CUST04408,Raghav Gour,+917939488300,Female,23,Bangalore,Karnataka,Prepaid,4G,931.0,26.42,2280.3,IndiTel Communications
CUST04409,Kanav Kar,+919181328504,Female,48,Coimbatore,Tamil Nadu,Prepaid,5G,741.6,39.33,374.52,IndiTel Communications
CUST04410,Lavanya Dutt,+918022310872,Female,22,Ahmedabad,Gujarat,Prepaid,5G,633.5,35.64,2295.33,IndiTel Communications
CUST04411,Kismat Shenoy,+919020280602,Male,28,Nagpur,Maharashtra,Prepaid,VoLTE,846.0,34.62,995.7,IndiTel Communications
CUST04412,Taran Balay,+918783637523,Male,20,Hyderabad,Telangana,Prepaid,4G,451.4,38.34,939.01,IndiTel Communications
CUST04413,Jivin Madan,+918482285389,Male,38,Nagpur,Maharashtra,Postpaid,4G,642.8,42.34,1254.91,IndiTel Communications
CUST04414,Chirag Chakraborty,+917349555960,Female,22,Lucknow,Uttar Pradesh,Postpaid,VoLTE,237.0,14.65,464.54,IndiTel Communications
CUST04415,Urvi Divan,+917012642257,Male,46,Noida,Uttar Pradesh,Prepaid,4G,401.0,27.38,941.43,IndiTel Communications
CUST04416,Aayush Seth,+919584040026,Male,59,Kolkata,West Bengal,Prepaid,VoLTE,383.0,11.64,1733.79,IndiTel Communications
CUST04417,Shalv Shukla,+917723221247,Male,65,Mysore,Karnataka,Prepaid,VoLTE,889.2,37.69,630.31,IndiTel Communications
CUST04418,Piya Karan,+919113224386,Male,55,Surat,Gujarat,Postpaid,4G,468.6,11.16,968.43,IndiTel Communications
CUST04419,Lavanya Kaul,+918399507000,Female,52,Lucknow,Uttar Pradesh,Prepaid,VoLTE,521.2,16.42,2309.08,IndiTel Communications
CUST04420,Kartik Verma,+918046312246,Female,53,Ahmedabad,Gujarat,Postpaid,5G,150.3,34.72,1651.53,IndiTel Communications
CUST04421,Kavya Dar,+918387550801,Female,56,Karimnagar,Telangana,Prepaid,VoLTE,368.2,6.69,1682.08,IndiTel Communications
CUST04422,Bhamini Gill,+919298193001,Male,42,Lucknow,Uttar Pradesh,Postpaid,4G,968.2,46.99,1724.4,IndiTel Communications
CUST04423,Kabir Mangal,+918600395852,Male,56,Kanpur,Uttar Pradesh,Prepaid,VoLTE,250.7,18.95,2425.95,IndiTel Communications
CUST04424,Jayant Kohli,+917125287132,Male,38,Lucknow,Uttar Pradesh,Postpaid,4G,458.7,13.98,1424.72,IndiTel Communications
CUST04425,Tara Karan,+917146255972,Female,32,Howrah,West Bengal,Postpaid,VoLTE,458.6,15.75,1929.29,IndiTel Communications
CUST04426,Advika Chacko,+917688823670,Male,64,Surat,Gujarat,Postpaid,5G,776.7,48.37,1953.9,IndiTel Communications
CUST04427,Kabir Gara,+918427751676,Male,49,Noida,Uttar Pradesh,Postpaid,5G,719.5,47.34,1609.17,IndiTel Communications
CUST04428,Prisha Sengupta,+917209714581,Female,54,Lucknow,Uttar Pradesh,Postpaid,VoLTE,145.8,43.32,2344.77,IndiTel Communications
CUST04429,Anya Sehgal,+919285814787,Female,49,Durgapur,West Bengal,Prepaid,4G,268.2,14.85,2087.23,IndiTel Communications
CUST04430,Uthkarsh Swamy,+917852126196,Male,38,Warangal,Telangana,Prepaid,4G,160.4,47.94,1868.96,IndiTel Communications
CUST04431,Yasmin Sur,+917457931123,Female,43,Rohini,Delhi,Postpaid,5G,314.4,29.52,465.78,IndiTel Communications
CUST04432,Nayantara Savant,+918540905022,Female,34,Howrah,West Bengal,Postpaid,4G,297.6,25.04,886.44,IndiTel Communications
CUST04433,Faiyaz Chandra,+919475220713,Female,51,Hyderabad,Telangana,Postpaid,VoLTE,166.3,9.08,769.41,IndiTel Communications
CUST04434,Fateh Dora,+918067527534,Male,21,Mumbai,Maharashtra,Prepaid,4G,638.4,16.98,1122.73,IndiTel Communications
CUST04435,Nayantara Venkatesh,+918066079109,Female,19,Chennai,Tamil Nadu,Prepaid,VoLTE,165.9,47.51,324.98,IndiTel Communications
CUST04436,Hansh Kuruvilla,+919328887759,Male,30,Lucknow,Uttar Pradesh,Postpaid,4G,976.8,41.36,705.99,IndiTel Communications
CUST04437,Devansh Vala,+919044346811,Female,29,Surat,Gujarat,Postpaid,4G,610.8,40.94,1892.21,IndiTel Communications
CUST04438,Samiha Kothari,+918482925295,Female,20,Howrah,West Bengal,Prepaid,4G,320.4,15.45,1675.03,IndiTel Communications
CUST04439,Navya Khanna,+919151983258,Female,36,Kolkata,West Bengal,Prepaid,4G,520.9,10.09,1796.46,IndiTel Communications
CUST04440,Uthkarsh Soni,+919824364675,Male,45,Warangal,Telangana,Postpaid,5G,479.7,21.68,1969.52,IndiTel Communications
CUST04441,Taimur Kala,+917770514788,Male,51,Vadodara,Gujarat,Prepaid,4G,839.0,1.11,971.03,IndiTel Communications
CUST04442,Romil Badami,+919003803067,Female,57,Mumbai,Maharashtra,Prepaid,5G,480.0,22.34,887.39,IndiTel Communications
CUST04443,Kiara Dhingra,+917204614924,Male,29,Lucknow,Uttar Pradesh,Prepaid,VoLTE,398.2,3.34,2423.01,IndiTel Communications
CUST04444,Riya Borde,+918935503861,Male,39,Vadodara,Gujarat,Prepaid,5G,598.2,43.84,1101.47,IndiTel Communications
CUST04445,Sara Dey,+917914531571,Male,55,Bangalore,Karnataka,Postpaid,4G,561.7,27.44,1193.3,IndiTel Communications
CUST04446,Krish Chahal,+918524071554,Male,38,Howrah,West Bengal,Prepaid,4G,949.0,10.0,1121.95,IndiTel Communications
CUST04447,Ranbir Mallick,+917849613321,Female,47,Noida,Uttar Pradesh,Prepaid,4G,346.7,2.88,1202.34,IndiTel Communications
CUST04448,Tanya Jhaveri,+919976623867,Female,37,Bangalore,Karnataka,Prepaid,5G,464.4,14.39,2266.72,IndiTel Communications
CUST04449,Gatik Kota,+917862072848,Male,37,Ahmedabad,Gujarat,Postpaid,5G,599.1,43.94,1031.49,IndiTel Communications
CUST04450,Anika Walla,+917223086729,Female,25,Bangalore,Karnataka,Postpaid,5G,654.7,46.18,2489.2,IndiTel Communications
CUST04451,Myra Baria,+917489604391,Female,46,Lucknow,Uttar Pradesh,Prepaid,VoLTE,886.9,32.41,1602.68,IndiTel Communications
CUST04452,Samiha Gopal,+919374717123,Male,53,Howrah,West Bengal,Postpaid,4G,800.1,5.09,611.83,IndiTel Communications
CUST04453,Shayak Chaudry,+918529830492,Female,29,Durgapur,West Bengal,Postpaid,VoLTE,753.6,40.93,1621.29,IndiTel Communications
CUST04454,Arhaan Shroff,+918810745411,Male,29,New Delhi,Delhi,Prepaid,4G,531.2,22.53,503.4,IndiTel Communications
CUST04455,Vihaan Gill,+917432934322,Male,51,Mangalore,Karnataka,Postpaid,VoLTE,665.4,12.96,933.32,IndiTel Communications
CUST04456,Jayesh Sahni,+917088583515,Male,49,Mangalore,Karnataka,Prepaid,5G,847.0,12.11,577.05,IndiTel Communications
CUST04457,Rhea Singhal,+917396600674,Female,23,Hyderabad,Telangana,Postpaid,5G,292.3,33.63,633.58,IndiTel Communications
CUST04458,Aradhya Datta,+919035126335,Male,49,Kolkata,West Bengal,Prepaid,VoLTE,464.6,39.69,637.83,IndiTel Communications
CUST04459,Dhruv Sami,+919698094201,Female,57,Karimnagar,Telangana,Postpaid,4G,761.4,41.49,1944.19,IndiTel Communications
CUST04460,Samaira Yogi,+919837248049,Male,61,Coimbatore,Tamil Nadu,Postpaid,5G,980.7,20.13,1838.63,IndiTel Communications
CUST04461,Pihu Baral,+919510892696,Male,23,Durgapur,West Bengal,Prepaid,4G,276.4,30.99,1084.7,IndiTel Communications
CUST04462,Ela Lad,+917013315586,Male,31,Mysore,Karnataka,Postpaid,VoLTE,119.7,9.98,2413.97,IndiTel Communications
CUST04463,Urvi Dara,+917701291326,Female,37,Durgapur,West Bengal,Prepaid,4G,440.9,11.54,2498.45,IndiTel Communications
CUST04464,Navya Soni,+918520675383,Female,61,Noida,Uttar Pradesh,Prepaid,VoLTE,782.1,46.6,1570.97,IndiTel Communications
CUST04465,Nishith Uppal,+917970943522,Female,62,Noida,Uttar Pradesh,Prepaid,VoLTE,326.5,42.88,2388.32,IndiTel Communications
CUST04466,Jivika Bhavsar,+919880877705,Female,21,Rohini,Delhi,Prepaid,5G,916.4,18.35,1585.29,IndiTel Communications
CUST04467,Khushi Sarkar,+918283399592,Female,33,Bangalore,Karnataka,Prepaid,VoLTE,643.0,4.86,1129.85,IndiTel Communications
CUST04468,Azad Jain,+917916800911,Female,38,Noida,Uttar Pradesh,Prepaid,4G,496.9,10.19,1557.09,IndiTel Communications
CUST04469,Vardaniya Chatterjee,+918706225582,Female,64,Mumbai,Maharashtra,Prepaid,5G,293.8,16.97,730.94,IndiTel Communications
CUST04470,Emir Jha,+917938367212,Female,49,Lucknow,Uttar Pradesh,Postpaid,4G,265.3,44.46,2396.3,IndiTel Communications
CUST04471,Nehmat Manne,+918147534263,Female,41,Pune,Maharashtra,Postpaid,VoLTE,253.0,46.9,940.56,IndiTel Communications
CUST04472,Hunar Sastry,+919977460896,Male,55,Chennai,Tamil Nadu,Postpaid,4G,535.6,47.83,1315.19,IndiTel Communications
CUST04473,Sahil Chauhan,+919733628944,Male,29,Mumbai,Maharashtra,Postpaid,VoLTE,192.7,33.25,434.76,IndiTel Communications
CUST04474,Vihaan Dave,+919625469329,Female,65,Nagpur,Maharashtra,Postpaid,VoLTE,264.5,35.19,1652.64,IndiTel Communications
CUST04475,Manjari Vohra,+919228357011,Male,51,Howrah,West Bengal,Prepaid,5G,892.8,38.56,1673.46,IndiTel Communications
CUST04476,Lakshit Madan,+919420326536,Female,62,Mysore,Karnataka,Prepaid,5G,645.4,36.54,856.85,IndiTel Communications
CUST04477,Aarav Yohannan,+917314840337,Female,41,Dwarka,Delhi,Postpaid,VoLTE,908.5,48.11,296.14,IndiTel Communications
CUST04478,Himmat Malhotra,+919482821051,Female,22,Durgapur,West Bengal,Postpaid,4G,808.5,4.57,791.41,IndiTel Communications
CUST04479,Madhav Setty,+918645494984,Male,40,Madurai,Tamil Nadu,Prepaid,5G,568.6,32.75,1842.16,IndiTel Communications
CUST04480,Anahi Basu,+917477669882,Female,33,Chennai,Tamil Nadu,Postpaid,VoLTE,675.4,2.27,1663.81,IndiTel Communications
CUST04481,Mehul Wason,+918736732747,Female,40,Bangalore,Karnataka,Postpaid,4G,909.1,14.65,946.57,IndiTel Communications
CUST04482,Mehul Thaman,+918102388996,Male,31,Chennai,Tamil Nadu,Postpaid,4G,590.3,27.12,1579.58,IndiTel Communications
CUST04483,Indranil Deshpande,+917292937413,Female,64,Karimnagar,Telangana,Prepaid,4G,839.3,13.23,736.15,IndiTel Communications
CUST04484,Shlok Bains,+918342119399,Male,20,Rohini,Delhi,Postpaid,4G,773.2,36.16,738.76,IndiTel Communications
CUST04485,Faiyaz Dhar,+917453007098,Male,22,Pune,Maharashtra,Prepaid,4G,852.7,44.18,2273.26,IndiTel Communications
CUST04486,Madhav Madan,+918021621309,Female,52,Rohini,Delhi,Postpaid,VoLTE,437.2,21.0,774.21,IndiTel Communications
CUST04487,Nayantara Dutta,+919726440711,Male,26,Howrah,West Bengal,Prepaid,4G,496.7,25.1,860.28,IndiTel Communications
CUST04488,Madhup Gaba,+918462116434,Male,53,Karimnagar,Telangana,Postpaid,4G,177.5,48.54,317.87,IndiTel Communications
CUST04489,Vaibhav Grewal,+917396094195,Female,51,Mysore,Karnataka,Prepaid,VoLTE,881.0,48.8,1775.39,IndiTel Communications
CUST04490,Nirvi Salvi,+917647202577,Female,65,Lucknow,Uttar Pradesh,Prepaid,VoLTE,862.4,2.86,822.69,IndiTel Communications
CUST04491,Aniruddh Kulkarni,+919679005615,Female,50,Karimnagar,Telangana,Prepaid,VoLTE,454.4,29.41,2246.27,IndiTel Communications
CUST04492,Damini Choudhury,+919708424537,Female,23,Madurai,Tamil Nadu,Postpaid,4G,870.0,14.66,2319.42,IndiTel Communications
CUST04493,Ishita Biswas,+917969362334,Female,31,Kolkata,West Bengal,Prepaid,4G,631.1,31.81,1390.92,IndiTel Communications
CUST04494,Faiyaz Gokhale,+919383236731,Female,47,Nagpur,Maharashtra,Postpaid,4G,612.9,48.45,1777.31,IndiTel Communications
CUST04495,Trisha Butala,+917624297744,Female,44,Mumbai,Maharashtra,Postpaid,5G,819.0,39.47,1003.49,IndiTel Communications
CUST04496,Taran Sheth,+919729923538,Male,65,Madurai,Tamil Nadu,Postpaid,VoLTE,740.3,38.7,239.78,IndiTel Communications
CUST04497,Umang Sharma,+919613338020,Male,39,Nagpur,Maharashtra,Prepaid,VoLTE,959.9,20.08,1196.68,IndiTel Communications
CUST04498,Ivan Dutt,+918266451114,Male,21,Dwarka,Delhi,Postpaid,4G,746.5,42.73,1298.51,IndiTel Communications
CUST04499,Ela Gopal,+919520067086,Male,51,Rohini,Delhi,Prepaid,VoLTE,342.9,46.63,1884.65,IndiTel Communications
CUST04500,Sahil Chhabra,+918195782526,Male,34,Noida,Uttar Pradesh,Prepaid,4G,681.9,27.35,594.3,IndiTel Communications
CUST04501,Aaina Gola,+919396363877,Male,26,Coimbatore,Tamil Nadu,Postpaid,4G,936.5,16.44,933.73,IndiTel Communications
CUST04502,Nitya Handa,+918701857204,Male,47,Kolkata,West Bengal,Prepaid,VoLTE,713.5,21.16,1225.93,IndiTel Communications
CUST04503,Diya Lanka,+919298706927,Male,27,Lucknow,Uttar Pradesh,Postpaid,4G,437.9,44.05,794.86,IndiTel Communications
CUST04504,Ahana  Tata,+917149198647,Female,28,Bangalore,Karnataka,Postpaid,5G,573.3,26.73,2246.32,IndiTel Communications
CUST04505,Mannat Ravel,+919698258647,Female,43,Hyderabad,Telangana,Postpaid,VoLTE,822.5,18.54,1044.58,IndiTel Communications
CUST04506,Chirag Bassi,+919621190915,Male,52,Ahmedabad,Gujarat,Prepaid,5G,959.5,32.28,247.75,IndiTel Communications
CUST04507,Ishita Chhabra,+918799393553,Male,27,Rohini,Delhi,Postpaid,4G,551.9,7.77,1372.2,IndiTel Communications
CUST04508,Yuvraj  Sha,+917285539104,Male,24,Lucknow,Uttar Pradesh,Prepaid,VoLTE,609.5,19.18,1855.08,IndiTel Communications
CUST04509,Anaya Chad,+918119500321,Female,41,Nagpur,Maharashtra,Postpaid,4G,755.1,47.11,2288.79,IndiTel Communications
CUST04510,Kiaan Borde,+917815781230,Male,51,Karimnagar,Telangana,Postpaid,VoLTE,197.6,19.45,197.41,IndiTel Communications
CUST04511,Keya Samra,+918744032572,Female,48,Chennai,Tamil Nadu,Postpaid,4G,810.7,15.83,2021.47,IndiTel Communications
CUST04512,Mannat Mand,+919807884831,Male,33,Dwarka,Delhi,Prepaid,VoLTE,703.4,24.08,681.55,IndiTel Communications
CUST04513,Romil Din,+919537899921,Female,32,Surat,Gujarat,Prepaid,4G,329.9,13.5,1070.48,IndiTel Communications
CUST04514,Samaira Zacharia,+918485485362,Female,43,Nagpur,Maharashtra,Prepaid,5G,326.8,9.3,1030.21,IndiTel Communications
CUST04515,Zeeshan Chandra,+917972479779,Male,18,Chennai,Tamil Nadu,Postpaid,4G,532.9,12.11,792.77,IndiTel Communications
CUST04516,Aarav Bassi,+919053325664,Female,27,Pune,Maharashtra,Postpaid,5G,773.9,9.92,293.24,IndiTel Communications
CUST04517,Onkar Madan,+917227722268,Male,36,Mumbai,Maharashtra,Prepaid,VoLTE,264.8,31.71,620.38,IndiTel Communications
CUST04518,Faiyaz Ganguly,+919323783016,Male,41,Howrah,West Bengal,Prepaid,5G,983.9,4.48,944.62,IndiTel Communications
CUST04519,Ishita Kade,+917696896437,Female,22,Noida,Uttar Pradesh,Postpaid,VoLTE,461.9,10.89,247.75,IndiTel Communications
CUST04520,Armaan Mand,+918470469185,Female,49,Noida,Uttar Pradesh,Postpaid,5G,969.0,24.66,2103.61,IndiTel Communications
CUST04521,Mamooty Shan,+918570273398,Male,60,Surat,Gujarat,Prepaid,4G,499.6,24.25,869.86,IndiTel Communications
CUST04522,Samaira Tak,+918946888798,Male,19,Rohini,Delhi,Prepaid,VoLTE,453.0,48.64,200.34,IndiTel Communications
CUST04523,Trisha Sekhon,+919481208196,Male,61,Durgapur,West Bengal,Postpaid,4G,589.8,12.73,1139.38,IndiTel Communications
CUST04524,Anya Yohannan,+919386404026,Male,32,Lucknow,Uttar Pradesh,Postpaid,5G,936.6,44.6,2100.37,IndiTel Communications
CUST04525,Anika Desai,+917474914134,Male,30,Kolkata,West Bengal,Prepaid,5G,306.6,3.87,1312.09,IndiTel Communications
CUST04526,Rania Chand,+917757020209,Male,39,Nagpur,Maharashtra,Prepaid,5G,460.3,7.34,1119.3,IndiTel Communications
CUST04527,Zoya Srivastava,+918180829597,Female,28,Ahmedabad,Gujarat,Postpaid,VoLTE,376.5,13.34,2156.98,IndiTel Communications
CUST04528,Aarav Bhattacharyya,+919128060858,Male,20,Vadodara,Gujarat,Prepaid,4G,809.3,28.48,312.19,IndiTel Communications
CUST04529,Dhanush Acharya,+919677089452,Male,34,Kanpur,Uttar Pradesh,Prepaid,4G,755.6,40.87,1334.13,IndiTel Communications
CUST04530,Hiran Kakar,+918981236529,Female,29,Mumbai,Maharashtra,Prepaid,VoLTE,212.4,38.2,458.95,IndiTel Communications
CUST04531,Divij Aurora,+918551284987,Female,22,Howrah,West Bengal,Prepaid,4G,745.1,24.09,1176.54,IndiTel Communications
CUST04532,Vivaan Wable,+917018911694,Female,31,Mumbai,Maharashtra,Prepaid,5G,429.0,32.32,293.87,IndiTel Communications
CUST04533,Vihaan Thaker,+919312083958,Female,61,Dwarka,Delhi,Prepaid,VoLTE,281.8,8.95,1588.45,IndiTel Communications
CUST04534,Jayan Ray,+917944557928,Male,58,Surat,Gujarat,Postpaid,VoLTE,889.2,37.36,1204.11,IndiTel Communications
CUST04535,Umang Bakshi,+918140521990,Female,62,Rohini,Delhi,Postpaid,5G,703.1,20.38,421.13,IndiTel Communications
CUST04536,Rohan Gopal,+918308681777,Male,65,Kolkata,West Bengal,Postpaid,4G,417.2,20.67,510.99,IndiTel Communications
CUST04537,Anahi Golla,+919642973631,Female,39,Surat,Gujarat,Postpaid,5G,118.6,48.97,1331.96,IndiTel Communications
